Location ID From;Location ID To;Driving Time (s);Distance (m)
1;1;0;0
1;2;375;4734
1;3;439;5001
1;4;401;5247
1;5;444;5703
1;6;463;5785
1;7;373;4293
1;8;353;4001
1;9;373;4692
1;10;373;4692
1;11;508;5259
1;12;381;4730
1;13;389;4763
1;14;397;4796
1;15;428;4839
1;16;359;4558
1;17;411;4447
1;18;411;4447
1;19;401;4404
1;20;419;4478
1;21;399;4395
1;22;421;4492
1;23;417;4475
1;24;399;4720
1;25;405;4748
1;26;417;4477
1;27;417;4477
1;28;428;4519
1;29;424;4503
1;30;436;4552
1;31;440;4568
1;32;437;4557
1;33;439;4565
1;34;439;4565
1;35;457;4641
1;36;444;5178
1;37;437;5147
1;38;477;5320
1;39;512;5839
1;40;544;5978
1;41;517;5861
1;42;459;5620
1;43;512;5843
1;44;482;5717
1;45;426;5488
1;46;405;5416
1;47;445;5565
1;48;462;5633
1;49;446;5610
1;50;459;5664
1;51;482;5761
1;52;488;5788
1;53;488;5788
1;54;498;5827
1;55;474;5726
1;56;480;5708
1;57;570;6083
1;58;509;5949
1;59;518;5983
1;60;521;5998
1;61;524;6008
1;62;536;5943
1;63;489;5747
1;64;472;5675
1;65;472;5675
1;66;514;5473
1;67;576;5969
1;68;537;5803
1;69;526;5759
1;70;543;5829
1;71;526;5758
1;72;496;5635
1;73;509;5691
1;74;406;5262
1;75;433;5375
1;76;442;5414
1;77;549;6588
1;78;547;6576
1;79;520;6453
1;80;523;6463
1;81;523;6463
1;82;579;6700
1;83;589;6741
1;84;557;6604
1;85;561;6622
1;86;561;6624
1;87;730;7339
1;88;636;6939
1;89;637;6941
1;90;637;6941
1;91;650;6999
1;92;672;7088
1;93;700;7206
1;94;701;7210
1;95;701;7210
1;96;701;7210
1;97;700;7209
1;98;674;7098
1;99;673;7095
1;100;686;7150
1;101;659;7033
1;102;659;7033
1;103;674;7095
1;104;672;7086
1;105;705;7223
1;106;699;7199
1;107;708;7236
1;108;723;7297
1;109;382;4823
1;110;404;5252
1;111;404;5252
1;112;404;5252
1;113;404;5252
2;1;373;4666
2;2;0;0
2;3;76;319
2;4;64;671
2;5;107;1127
2;6;126;1209
2;7;376;5375
2;8;356;5083
2;9;326;4926
2;10;326;4926
2;11;461;5493
2;12;334;4964
2;13;342;4997
2;14;350;5030
2;15;354;4859
2;16;326;5014
2;17;400;5325
2;18;400;5325
2;19;404;5486
2;20;416;5388
2;21;402;5477
2;22;391;5285
2;23;393;5297
2;24;366;5176
2;25;372;5204
2;26;387;5270
2;27;387;5270
2;28;408;5359
2;29;404;5343
2;30;416;5392
2;31;420;5408
2;32;417;5397
2;33;419;5405
2;34;419;5405
2;35;437;5481
2;36;365;4902
2;37;358;4871
2;38;380;1985
2;39;373;4541
2;40;405;4680
2;41;378;4563
2;42;320;4322
2;43;373;4545
2;44;343;4419
2;45;287;4190
2;46;262;4068
2;47;306;4267
2;48;323;4335
2;49;297;2353
2;50;285;2299
2;51;261;2202
2;52;255;2175
2;53;255;2175
2;54;294;2340
2;55;318;2439
2;56;337;4364
2;57;255;1718
2;58;172;1373
2;59;181;1407
2;60;184;1422
2;61;187;1432
2;62;268;1518
2;63;349;2103
2;64;333;4377
2;65;333;4377
2;66;331;1780
2;67;239;1393
2;68;200;1227
2;69;189;1183
2;70;206;1253
2;71;189;1182
2;72;159;1059
2;73;172;1115
2;74;69;686
2;75;96;799
2;76;105;838
2;77;212;2012
2;78;210;2000
2;79;183;1877
2;80;186;1887
2;81;186;1887
2;82;242;2124
2;83;252;2165
2;84;220;2028
2;85;224;2046
2;86;224;2048
2;87;393;2763
2;88;299;2363
2;89;300;2365
2;90;300;2365
2;91;313;2423
2;92;335;2512
2;93;363;2630
2;94;364;2634
2;95;364;2634
2;96;364;2634
2;97;363;2633
2;98;337;2522
2;99;336;2519
2;100;349;2574
2;101;322;2457
2;102;322;2457
2;103;337;2519
2;104;335;2510
2;105;368;2647
2;106;362;2623
2;107;371;2660
2;108;386;2721
2;109;319;4805
2;110;67;676
2;111;67;676
2;112;67;676
2;113;67;676
3;1;437;4933
3;2;76;319
3;3;0;0
3;4;128;938
3;5;171;1394
3;6;190;1476
3;7;440;5642
3;8;420;5350
3;9;390;5193
3;10;390;5193
3;11;525;5760
3;12;398;5231
3;13;406;5264
3;14;414;5297
3;15;418;5126
3;16;390;5281
3;17;464;5592
3;18;464;5592
3;19;468;5753
3;20;480;5655
3;21;466;5744
3;22;455;5552
3;23;457;5564
3;24;430;5443
3;25;436;5471
3;26;451;5537
3;27;451;5537
3;28;472;5626
3;29;468;5610
3;30;480;5659
3;31;484;5675
3;32;481;5664
3;33;483;5672
3;34;483;5672
3;35;501;5748
3;36;429;5169
3;37;422;5138
3;38;444;2252
3;39;437;4808
3;40;469;4947
3;41;442;4830
3;42;384;4589
3;43;437;4812
3;44;407;4686
3;45;351;4457
3;46;326;4335
3;47;370;4534
3;48;387;4602
3;49;361;2620
3;50;349;2566
3;51;325;2469
3;52;319;2442
3;53;319;2442
3;54;358;2607
3;55;382;2706
3;56;401;4631
3;57;319;1985
3;58;236;1640
3;59;245;1674
3;60;248;1689
3;61;251;1699
3;62;332;1785
3;63;413;2370
3;64;397;4644
3;65;397;4644
3;66;395;2047
3;67;303;1660
3;68;264;1494
3;69;253;1450
3;70;270;1520
3;71;253;1449
3;72;223;1326
3;73;236;1382
3;74;133;953
3;75;160;1066
3;76;169;1105
3;77;276;2279
3;78;274;2267
3;79;247;2144
3;80;250;2154
3;81;250;2154
3;82;306;2391
3;83;316;2432
3;84;284;2295
3;85;288;2313
3;86;288;2315
3;87;457;3030
3;88;363;2630
3;89;364;2632
3;90;364;2632
3;91;377;2690
3;92;399;2779
3;93;427;2897
3;94;428;2901
3;95;428;2901
3;96;428;2901
3;97;427;2900
3;98;401;2789
3;99;400;2786
3;100;413;2841
3;101;386;2724
3;102;386;2724
3;103;401;2786
3;104;399;2777
3;105;432;2914
