Location ID From;Location ID To;Driving Time (s);Distance (m)
1;1;0;0
1;2;608;9867
1;3;602;9846
1;4;694;10230
1;5;695;10234
1;6;731;10385
1;7;733;10392
1;8;804;10694
1;9;804;10694
1;10;804;10694
1;11;804;10694
1;12;799;10673
1;13;842;10850
1;14;794;10651
1;15;794;10651
1;16;797;10666
1;17;802;10684
1;18;783;10608
1;19;756;10493
1;20;791;10637
1;21;772;10559
1;22;699;10252
1;23;683;10184
1;24;665;10111
1;25;612;9888
1;26;673;10148
1;27;676;10158
1;28;629;9959
1;29;635;10317
1;30;663;10434
1;31;675;10483
1;32;690;10547
1;33;784;10944
1;34;781;10930
1;35;781;10930
1;36;781;10930
1;37;781;10930
1;38;781;10930
1;39;789;10966
1;40;825;11116
1;41;825;11114
1;42;825;11114
1;43;818;11086
1;44;765;10860
1;45;765;10860
1;46;755;10816
1;47;760;10842
1;48;760;10842
1;49;760;10842
1;50;729;10707
1;51;693;10558
1;52;668;10452
1;53;667;10451
1;54;610;10264
1;55;618;10396
1;56;774;10901
1;57;774;10901
1;58;774;10901
1;59;774;10901
1;60;774;10901
1;61;599;9834
1;62;599;9834
1;63;704;10608
1;64;704;10608
1;65;709;10628
1;66;709;10628
1;67;723;10689
1;68;729;10712
1;69;738;10750
1;70;763;10856
1;71;761;10847
1;72;699;10590
1;73;699;10590
1;74;724;10822
1;75;724;10822
1;76;727;10836
1;77;828;11259
1;78;871;11433
1;79;809;11176
1;80;776;11043
1;81;890;10929
1;82;825;10656
1;83;808;10584
1;84;794;10528
1;85;749;10341
1;86;754;10365
1;87;800;10554
1;88;822;10644
1;89;822;10644
1;90;825;10648
1;91;829;10664
1;92;853;10768
1;93;794;11114
1;94;823;11293
1;95;847;11391
1;96;791;11160
1;97;808;11233
1;98;805;11159
1;99;755;10951
1;100;753;10943
1;101;695;10717
1;102;701;10820
1;103;701;10820
1;104;709;10937
1;105;719;11084
1;106;721;11126
1;107;681;10697
1;108;742;10958
1;109;808;11230
1;110;885;10903
1;111;794;10522
1;112;804;10561
1;113;741;10302
1;114;741;10302
1;115;750;10339
1;116;808;11174
1;117;665;10635
1;118;665;10635
1;119;665;10635
1;120;649;9783
1;121;655;10569
1;122;703;10765
2;1;641;10315
2;2;0;0
2;3;42;175
2;4;134;559
2;5;135;563
2;6;171;714
2;7;173;721
2;8;244;1023
2;9;244;1023
