Location ID From;Location ID To;Driving Time (s);Distance (m)
1;1;0;0
1;2;646;8932
1;3;654;8931
1;4;680;9036
1;5;664;8994
1;6;664;8994
1;7;657;8963
1;8;680;8992
1;9;680;8992
1;10;691;9041
1;11;691;9041
1;12;694;9052
1;13;661;8932
1;14;661;8932
1;15;666;8954
1;16;666;8954
1;17;656;8912
1;18;656;8912
1;19;692;9047
1;20;692;9047
1;21;692;9047
1;22;642;8882
1;23;642;8882
1;24;644;8907
1;25;644;8893
1;26;704;9095
1;27;712;9129
1;28;676;9077
1;29;676;9077
1;30;663;9105
1;31;663;9105
1;32;663;9105
1;33;672;9144
1;34;649;8995
1;35;652;9026
1;36;653;9044
1;37;682;9018
1;38;683;9022
1;39;684;9025
1;40;689;9048
1;41;660;8874
1;42;659;8871
1;43;657;8861
1;44;655;8852
1;45;652;8838
1;46;652;8838
1;47;652;8838
1;48;652;8838
1;49;650;8832
1;50;650;8832
1;51;647;8821
1;52;695;9057
1;53;695;9057
1;54;664;8890
1;55;664;8890
1;56;641;8792
1;57;641;8792
1;58;637;7991
1;59;663;8100
1;60;610;8227
1;61;624;8281
1;62;657;8414
1;63;684;8529
1;64;690;8213
1;65;673;8484
1;66;684;8529
1;67;678;8501
1;68;628;8298
1;69;617;8327
1;70;620;8339
1;71;637;8411
1;72;639;8420
1;73;651;8470
1;74;661;8511
1;75;662;8515
1;76;667;8537
1;77;673;8561
1;78;686;8665
1;79;686;8665
1;80;690;8631
1;81;688;8623
1;82;695;8578
1;83;692;8100
1;84;685;8070
1;85;689;8089
1;86;685;7810
1;87;684;7804
1;88;681;7795
1;89;673;8141
1;90;671;8135
1;91;667;8117
1;92;635;7984
1;93;653;8061
1;94;668;8122
1;95;672;8138
1;96;685;8192
1;97;676;7772
1;98;684;7806
1;99;662;7716
1;100;680;7791
1;101;678;8163
1;102;669;8129
1;103;669;8129
1;104;686;8198
1;105;697;8243
1;106;700;8256
1;107;676;8036
1;108;656;7950
1;109;653;7940
1;110;646;7908
1;111;628;7835
1;112;623;7811
1;113;619;7798
1;114;617;7786
2;1;647;8897
2;2;0;0
2;3;14;107
2;4;40;212
2;5;42;480
2;6;42;480
2;7;35;449
2;8;58;478
2;9;58;478
2;10;69;527
2;11;69;527
2;12;72;538
2;13;36;336
2;14;36;336
2;15;41;358
2;16;41;358
2;17;31;316
2;18;31;316
2;19;70;533
2;20;70;533
2;21;70;533
2;22;17;286
2;23;17;286
2;24;19;311
2;25;22;379
2;26;82;581
2;27;90;615
2;28;54;563
2;29;54;563
2;30;41;591
2;31;41;591
2;32;41;591
2;33;50;630
2;34;27;481
2;35;30;512
2;36;31;530
2;37;57;422
2;38;58;426
2;39;59;429
2;40;64;452
2;41;45;432
2;42;44;429
2;43;42;419
2;44;40;410
2;45;37;396
2;46;37;396
2;47;37;396
2;48;37;396
2;49;35;390
2;50;35;390
2;51;32;379
2;52;73;543
2;53;73;543
2;54;49;448
2;55;49;448
2;56;26;350
2;57;26;350
2;58;146;1660
2;59;172;1769
2;60;63;978
2;61;77;1032
2;62;110;1165
2;63;137;1280
2;64;158;1365
2;65;124;1154
2;66;135;1199
2;67;131;1252
2;68;81;1049
2;69;58;880
2;70;61;892
2;71;78;964
2;72;80;973
2;73;92;1023
2;74;102;1064
2;75;103;1068
2;76;108;1090
2;77;114;1114
2;78;119;1084
2;79;119;1084
2;80;123;1102
2;81;125;1110
2;82;139;1220
2;83;148;1325
2;84;141;1295
2;85;145;1314
2;86;150;1335
2;87;152;1341
2;88;154;1350
2;89;182;1810
2;90;180;1804
2;91;176;1786
2;92;144;1653
2;93;162;1730
2;94;177;1791
2;95;181;1807
2;96;194;1861
2;97;177;1445
2;98;185;1479
2;99;173;1429
2;100;181;1464
2;101;185;1479
2;102;178;1798
2;103;178;1798
2;104;195;1867
2;105;206;1912
2;106;209;1925
2;107;140;1291
2;108;160;1375
2;109;163;1387
2;110;156;1600
2;111;138;1527
2;112;133;1503
2;113;129;1490
2;114;127;1478
3;1;687;8990
3;2;64;511
3;3;0;0
3;4;26;105
3;5;74;433
3;6;74;433
3;7;67;402
3;8;55;228
3;9;55;228
3;10;66;277
3;11;66;277
3;12;69;288
3;13;90;379
3;14;90;379
3;15;85;357
3;16;85;357
3;17;89;719
3;18;89;719
3;19;67;283
3;20;67;283
3;21;67;283
3;22;75;689
3;23;75;689
3;24;77;714
3;25;54;332
3;26;79;331
3;27;87;365
3;28;86;516
3;29;86;516
3;30;73;544
3;31;73;544
3;32;73;544
3;33;82;583
3;34;59;434
3;35;62;465
3;36;63;483
3;37;75;315
3;38;76;319
3;39;77;322
3;40;82;345
3;41;103;835
3;42;102;832
3;43;100;822
3;44;98;813
3;45;95;799
3;46;95;799
3;47;95;799
3;48;95;799
3;49;93;793
3;50;93;793
3;51;90;782
3;52;70;293
3;53;70;293
3;54;99;419
3;55;99;419
3;56;84;753
3;57;84;753
3;58;186;1753
3;59;212;1862
3;60;103;1071
3;61;117;1125
3;62;150;1258
3;63;177;1373
3;64;198;1458
3;65;164;1247
3;66;175;1292
3;67;171;1345
3;68;121;1142
3;69;98;973
3;70;101;985
3;71;118;1057
3;72;120;1066
3;73;132;1116
3;74;142;1157
3;75;143;1161
3;76;148;1183
3;77;154;1207
3;78;159;1177
3;79;159;1177
3;80;163;1195
3;81;165;1203
3;82;179;1313
3;83;188;1418
3;84;181;1388
3;85;185;1407
3;86;190;1428
3;87;192;1434
3;88;194;1443
3;89;222;1903
3;90;220;1897
3;91;216;1879
3;92;184;1746
3;93;202;1823
3;94;217;1884
3;95;221;1900
3;96;234;1954
3;97;217;1538
3;98;225;1572
3;99;213;1522
3;100;221;1557
3;101;225;1572
3;102;218;1891
3;103;218;1891
3;104;235;1960
3;105;246;2005
3;106;249;2018
3;107;180;1384
3;108;200;1468
3;109;203;1480
3;110;196;1693
3;111;178;1620
3;112;173;1596
3;113;169;1583
3;114;167;1571
4;1;730;9338
4;2;88;474
4;3;96;473
4;4;0;0
4;5;130;954
4;6;130;954
4;7;123;923
4;8;30;124
4;9;30;124
4;10;41;173
4;11;41;173
4;12;44;184
4;13;65;275
4;14;65;275
4;15;60;253
4;16;60;253
4;17;76;319
4;18;76;319
4;19;42;179
4;20;42;179
4;21;42;179
4;22;87;464
4;23;87;464
4;24;89;489
4;25;110;853
4;26;54;227
4;27;62;261
4;28;142;1037
4;29;142;1037
4;30;119;504
4;31;119;504
4;32;119;504
4;33;128;543
4;34;115;955
4;35;114;531
4;36;115;549
4;37;50;211
4;38;51;215
4;39;52;218
4;40;57;241
4;41;78;331
4;42;79;334
4;43;81;344
4;44;84;355
4;45;86;365
4;46;87;367
4;47;87;367
4;48;87;367
4;49;89;375
4;50;89;375
4;51;91;384
4;52;45;189
4;53;45;189
4;54;74;315
4;55;74;315
4;56;96;528
4;57;96;528
4;58;234;2134
4;59;260;2243
4;60;151;1452
4;61;165;1506
